NU_INSCRICAO,NU_NOTA_MT
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-2.6568486489064256
02681b5c893b94db204713cb4b20dde6fc3f2f95,532.8373661340131
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,451.6536540563935
829dd51f77f3ae74c2216de2d86139bd0a03367c,9.54393895285428
28c6829e69879bc1d34db1cd51b89562d3cc596b,530.5955961215275
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,479.66616181497204
96715a069fbcb2e84b26a01563921962ccc4601e,9.251281551831724
923538833160e8432636c88e8119378a43b3d766,448.27782588001304
aacb834258765a2959ee63c57d2be4923d11a696,447.7973195423885
c32e484025571dd94255a77f21de08ab8d2aaba8,480.9558538848732
d425deeec0a3c7006f14d732eff8933d5155067f,476.1185640273256
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,493.1899134513166
716a178e9a6f7791b820da77879943ac9040a547,465.8193298441971
430212cd8767ef2bff8cda0f61729203fef7523e,413.8273465474198
e97d33221238e445688a0e984778d4ecac788be2,525.3758755751096
695c9481580951d830c4431fc6c9dee778ba9ca1,8.416627446828365
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,503.06845940611987
0411742cbb54fe1b6927b25f0bb52b885828c828,407.00669818910677
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,398.673311562399
bc40729846bf209b06e2a9a890e01d4e6780f5b4,1.0572837208332757
e4e7a38b58319ad0a5cde4848622b21783c907e9,495.7043633403045
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,562.3516353424054
aec1b63c3f0c9554e533752d8fe138ca82101d4a,426.181011288062
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,499.5957485109994
4b48d500ba4410546ce01f7f6d44bcbafa73994f,409.78042800754037
edf33c347c866d26872f540bcc1f6ae415f3294c,468.345151751713
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,525.4756082424451
3a265ea6ebdc4eb2520db912adf5592f03b3d634,419.5031611047191
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,8.263896068118555
0ade5488fd62db34c11a369bdbb4327faacc1635,1.5247796474479784
e418fbb77e6ff4103205f3b7f6a66d53183d809b,441.55066409620866
8ddbfe70cd41135cb6f125335a48d100789edbf7,400.33261360756455
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,5.812506861068588
1d3e406d0223d4cb0328850d689ba9fcadf62776,450.63260254176106
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-4.313713794893673
ecaf075653faf2dcdf946c0ce50629f5083347c0,408.457587561606
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,510.8334545302261
d43894c5e83bb3a7e5000636295b0b050de19309,-4.079468439927439
5b7877d12550dd35d27a02b66a13f2a27bce11ca,424.4546971891135
18f800ec03e33ebad5fb97aa8465dd3e5961337e,423.67463823518744
bb39cc6296f2c9da3963994899c5c34b50965720,0.615843401429462
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-2.900035836460141
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,476.2970344810948
e887be276bf553575b20ed1a0de8833d9cb7e247,7.331981551180732
cc8794762ffa592758b5117d67e0d02e2e8b9c49,528.3938037349656
894d277c608610fa8c31db531f64582b9569b2e9,425.74827606549013
b2e029961aa0f20071b74708e0d97e6f200ec582,454.2815922467133
12c7d85e168b09a0278df140a22bcb0052a59b0a,401.5405159197561
64c4892488a9c6281bdabf467a0b5a6382d248e6,456.7480382640184
944e790f6e64eccf6df361247858165f17dd7abb,-5.276007687289486
ac112e94587e6e4249b7182329ee5a5040ae94ea,540.3309594165971
a58cf11e498228f9aaca92b0c49f955a6163fb59,440.4687756772598
e8c84701c041b7f3b39f3125a0449fa633589fbe,487.8928841571043
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,588.5989391735397
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-1.410453860912483
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,439.25816312600415
e64ad901853230e396be49311ea98121c348fac6,484.14166440614866
8532af19be3729ea233c1f29e4c015820fc7fb3a,487.418619612062
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,464.83525904905713
26853fd075fe27954772c3070997635b94f32b83,433.1601611601565
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,537.3407714847128
574ec310dee846f9ae8eb278480257d463f6fbcc,488.44655114487705
ebb32b8df4ff9b202ba904f310724ce230cb4305,-17.130817239575798
8a46e35787225c3e7adef2b998ad9c93a952106b,537.2800124386781
b62bf908b504e8c6898777a7f5b88afed358caea,397.8641262022617
10d22971ca4f53fc62d02905809ff1c37fbb68fc,599.3464990286104
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,418.10620186701874
cad47b624b484cb16291449cee30707a46c20199,-13.29880020756308
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,522.7526404957962
bb6c0df09cb6663f142ce6da382b804353453af2,13.87572909846903
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,466.14483237237334
7bd0affe1bdd3681a0faecd80a3d48c023b986de,11.506557301724122
d76614020539405f481c0f5ffb9e6f88a0bf21b7,429.1352723638542
5ce2df96a99343819ead41bf242044177439696d,-1.078200513881793
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-2.3416736623498124
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-3.566451043588607
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,511.7805090496137
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,466.04044925529087
176b027cd932b17fcb6f119cfcef338a175062b8,400.3576011433637
41474f2dda61d97f38ba79906d3dbcce223d1bd1,516.9929317276212
421eb738f9e2ea73e5f4227c915762d6421102ac,9.619072888623641
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,482.5797780863825
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,27.43293446632657
134d96275e3893946c3a0e1d59f86b336fe64f6e,-4.846954936536406
d4e97da32ccb6987ec074aa48c24ce949c05a78c,430.2007687639186
fa556e489987a0588e9a8edb5327e2bde1679670,0.7242346473984718
95c1d266a2524560761df98b376c17604733a6ad,530.5851546625036
c11c4303d2632cde64105a35554ecb77a8564260,485.8357561939912
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,476.337175652659
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,518.9335088130213
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,449.46032126516303
580c34923cbde328e0aef1641dd02033fc862c04,476.5007588408672
156e1fb82056b0f6953c443446eb4dcceed7c03b,-3.8974958022772306
29d8bf198da9caa59047268faca60207da24d1b7,537.1510406443338
1b3f80a1cd9fff0408e96169fcaf006936b34fed,480.788067776432
b5932043b62e0c58e16e2cc2c9d5489390e5c895,480.47942615162395
99092cc60948943c59d68d62ed81a75a03059113,480.851075642431
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,4.613428646746499
dd69fca6f17420dc911016a79e70583ca7ea330d,401.7418406485615
d387995af060965fb9d18973f3dbf4904f071066,395.71930605576915
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,491.5946670666178
543674772357cf9d8a7a8e7dfb89384af80ec30e,505.150254317538
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,437.1244331754646
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-193.73257307228354
0736d379ea0962e316ce84cce8e883321be36abb,444.10273853959876
98cc842c547c69a0d27776e272fd8b61131b0b37,411.0900547079726
890b7696fa85ca2b3e90b3951efec2135e88d5cf,475.69815422030416
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,640.8075674737668
d84b48f7dc7a6e387e6e985525143589754c5b13,424.60061177933204
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,504.56440426611647
dc4fe9d4124d9278f58f6f999711116a3fe58be7,486.8694016710769
f6624d763619c0898b34dc02adf06f53a1721cd0,411.5789111888841
60b1c12559860e7ad966da4c4db5c78e17278fc0,511.81335664242255
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-5.010269460967166
4f365503582b97ea96462d0d36895a5e7f5926df,440.2211485118433
c80869804effb21d50cc8fff3f4c27ba5521240c,390.4221537589274
d0f351638d60e84b890a498d69c9a7961cdcdf36,479.2863445939625
48e8ec135997ff3676648d5c144c3c7150a7bbb1,411.9704763411039
45484014aefd10ea3e4b08fb93e66c251709cca6,460.38369120131813
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,430.12335531703155
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,415.0882519114331
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,568.6249348826977
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,392.0590310539017
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,580.5302506863993
c83c66733c5bd90a59996e473bb69e44f6522976,409.0966532979469
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,10.975376293023125
4c373daf5547a6292c4905696c148ec83f95f083,-3.959176569617348
4549620b5459bb28990580f4ca0b4c2adc5b1a68,2.599042289191054
87f89c855f377c5b100ad2986cc6569e31d94a98,518.5626675793662
d0d8601aab147c191ae37365a930c1ed3eb0414b,-7.4496393310957245
9a25537903e8e7eab1dfb357903d241e24e86fb8,4.5139568379371084
eaecf3dd32668664e1dcc2d6c7a69042824806a6,452.2784054107576
d19fa85793fcb8ae3126d10592c9c57d3b32971f,10.62373619551746
c59b370d3aa06b68878c836bceac844953d74972,491.5656382415355
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-4.581869197900112
b2128312e70fdb830091aecb6b27d82617e2e226,425.20652486336303
8257941af168c0cc15f28bd596fd922352dae732,407.9648663150403
854ce153823802674f35bbe1ec010b12e9b3a56f,432.2475301035779
27f1db4e266b154f6f7fbef9c225fab472652a7b,425.9072899857138
11b90bed4a05d11169f308370faf81d6e9ca2c4f,416.62917892501605
5c55b7aeae6cb75ec715b4629812175239e45c15,-2.3426969274281575
1391c7de937e0fea2ad23ebb111e513bf2aca2af,24.09391161366817
e9488c35627294cd8f5a809c0667aef7a3f0d465,-0.4549009246346998
39c22d725a24b290af887b25175ae0a8d560db4b,0.37225198324888
e001e1d73163c327a4d800697b1b36cd6921f60d,450.0386654517675
b83424ca8973e4b2eebf6eb9e26e842999432d22,413.29122310811744
202da3f471204ad489ebf0c3856437337534112d,-3.990072448656143
912d751c54b46c860c5ba61666fc6fc59ca2689d,371.306804968029
8376d681a277c58f06ab633a06eaa66391126246,5.608182504087509
e114f7b197069bde8e158a0dbeaa022dd0c4e280,442.88752807385856
fa84edf183bd459ea9394d77bdc191683a75ff66,567.9756811195568
76190ff09a736ff83169394b770699b2709c5a27,503.6237039396987
515db15df8581ae72bb8e8358833016adee74e02,452.3742368962089
e2a05053c19e6fba60d0e582e6c7f371728a7106,449.9639969979487
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-0.2674242026291864
2378556841bc8d5746f2b94d6adefc2db20f9518,541.1282749871411
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,7.532117801193106
796d558152d241567f8a72b535a5e36fe78886f3,450.6088417603259
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,523.3179058750973
3c748fc7a94edb7ac1484373751ffa8574a3281d,420.15640271430027
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,407.36485774918964
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,1.7229311621514753
10a1e8808e744c619376bff659f859cd71e8c41d,452.82825825158625
fc959dafc37dde3f173f083486d84ce5c817443f,445.79220675374495
6979d91c0a1903a336c640e14eed100821a0e24d,449.74295043484807
d4e37c4c1235ce014392f6c8ba0436f195b9e459,535.0147328705893
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,8.87551104982309
565a955a60c6073157aa869c0351c626a7171ef3,541.9762297435568
5697c01ee87a008056ebc0993a1028b41a26d251,4.129135079492226
99be797e423b5ae08fe342ea772738f71975df47,598.9016295169538
b579ea83f2d6c15b2c717d16a89827d65f39904b,487.19003254052126
e9373b5c22567bec508f2fa2580e4dc3ff687caa,549.4391746509766
a465af361b68bd536dd8bf61d522b9b21755ab60,505.13650387618696
c8feec2a94d996d03534ce935dec7a034667f107,667.5138994359322
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,456.9441783999161
f4f7888cfe88b7a3b0f3d94749921976353ae82c,461.80039223848155
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,466.3206361986191
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.40828204940726
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,4.326050045259812
fc83a5c665f70f39b4c7d326118cbf21a898e660,596.7839998388756
c26fbd904781a4f6c37a8f8969778f687c6c1424,-6.9806898157930135
ced4913c2220be57c54bc9f87bb4f441d5976671,470.1221460668937
880ade460a231d722e8bb0e4d17f3c8f77663d37,403.18953989558224
7c869f5b89ddf3130c87011b6508ee59e32682c5,412.72133262881835
9027f65d4e576928ca59690c280050c53d66506a,669.905777224878
09eb415bcb9842d207139c8bddf32427a134d51e,539.3551049836167
f8224c83e27f4921df62876f7ff660b1dab3d974,465.59101222444167
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-3.7281999359349136
dfec3182aec0997207e0845b072498065ec89aac,617.9982555516965
d653549f6d0ba70e2113b2cc56e9a83e331d2462,548.0305707873763
e95674df974af80342f676ca9e3540aecec2b8dc,481.90294198203804
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,527.6599158133806
2b7b15015ab18dc51893827c7e3f01d931a70410,-5.478204070243592
22d86e8b43a9412df86ec15ac231b9919e3ec905,465.8083287977972
1c61035799f6afe7f44c1fb68567d7a8945c3943,572.6169394397414
d5ed4b8732b0d7127a64f7e71137d321c56cc198,426.78760066276885
63edbbe59337f861a710bee4fe8a691d231f23da,442.8332052827151
f62bf9257782d839d38f84376b79611ed0de655d,10.467488693996167
cf14952b5b09ad1a9497769e3a08da2fd74c6102,3.1018916984724996
21b8ef230efbfca6b5f15b36a3243d76ed390967,498.04895456213904
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,412.6197056237007
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.5477167990881284
3de3c134579726fe4606b7a05f82ce19f00adb09,637.1775075303201
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,414.42629183132914
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,403.37678011312636
520c60d32fd2af8be76abd332859b36d8ae45900,445.4171568167006
6cb6e2310b52c2898e500f81bea938446592568b,462.09009357892376
0193b535914e1c5a445bede11a408bf1709cd3cb,468.3262998494773
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,510.4803961051687
c512a461034cd90a9c5f1a32332b748041cfeba3,0.9018053730556801
6f77bbe0fc418131d06d15f50b30073eae680dbb,8.937191817163207
9b378e3937af8e97d4753cdf0c8917306354aaaf,486.4844362036275
1c92f54a5fe563622a0e23cf116461a7e147efd8,535.980666607817
90facc45f7578775e3278aa0bd4fb59dad4d37c1,410.267235913387
563bd02a1204c85e79026a020ba5af29bce95c12,84.13470135947895
c8062c4cc7e023996bd37b87295f5a2957ddb172,464.2078908069024
ea7cc5987f9cc7f756d501961f64fa5769013823,-9.461626026133263
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,584.4152113985172
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,450.79276414055835
1b61f7e184c7040ae4cea725153965e1f7f75308,450.20460432018126
aea68e00d370c2a0cfd02bf868824dec427bf23a,-5.400577810311788
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,4.6987034458592944
95a9c65324583892b2d1a0c1c5163488f92d4a6d,393.9636033664084
5b7e7632cf766876026d0da6aa7c6df77bc13438,446.0031984621607
a3be14b06b7aef01331da18e7a1678222b563151,-4.3935581745959595
92b8965cf3fb76d11e5061f26e577c23d212b9c5,9.451417801844102
96fd0462597b8cf21b1e918c1947106cd8359e5d,510.87903657177156
5c1cef937c40bf8c30c119160bedde7ef679454e,585.543844558247
27dce80bee1eadbcd82bc7d09adb063e116870f6,-1.0842135846809455
271a7e5b703fc3f29f6669415048a760e6355c5b,-4.603301531546077
e39fbeab552a4b6492346d821d095c3a0d691555,439.5528084596885
93694c58636eabfe86550e734efb3775ba4d739f,481.71562617180655
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,635.7053472832192
6c05e70130682975c1485a862b6e08b895650671,430.0712229723901
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,398.56702759089427
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,378.62311400001556
283df09083d3c7bec2590f22355c7ba32ec88623,531.6072284748673
40b96e97dc29dfc990656e30c1038e846b6c8ff2,6.222661937038318
ff362d0a648559b9146fb97ee248eb423c3d6a50,2.4839276532318593
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-4.967480191308098
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,573.4306638909566
23131f453efc29c2af9553d307692c60a3add1ae,460.2168520522359
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,439.6975869514675
941646a7d24ee2837d7de90ff0a736bb8f61d68c,405.1093431702987
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-4.802352529670365
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,492.2932315063478
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,429.4579649667481
72882a9cffe151d94be90e02ce3967a91b628099,498.80364623255633
cf62916c9829bd3ad05104151eee856d6de7ca1c,595.1116376924911
6b8f4241357e65c0491cc0ef96396f811574134c,447.59647643160764
298806ed4313157d412e860ac3ea8833d6ca6970,0.15268154572252612
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,407.6328843782746
4485f973590cff61be5ec78cb3032d5fdf25b809,-0.34373787033859315
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,452.02112687339877
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,1.6974542830817185
8288badec4740382dbf7c33e4095cd4db0021bf7,397.24406866248705
5e139289eb167622f915eea3d1d6e49d15d1c873,535.2454906710468
fc050b2c8fa3446890fe1418332352177dd34506,470.18037352357635
8f309746992f374b4c2ea88f171233a9469ba649,465.91026556164
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,491.291766043981
